task,policy,budget,k,genotype_id,R_0,R_k_oracle,R_k_adaptive,R_B_pi,delta
G189E,greedy_ssm,384,3,0110000100100111,9.71172,10.32032,10.32032,9.86019,0.13134
G189E,greedy_ssm,384,3,0110000100101111,9.64908,9.91681,9.91681,9.91681,0.13134
G189E,greedy_ssm,384,3,0110000101110111,9.82521,10.32032,10.32032,9.89254,0.13134
G189E,greedy_ssm,384,3,0110000110000010,8.38709,10.32032,10.32032,10.32032,0.13134
G189E,greedy_ssm,384,3,0110001000010011,9.35519,9.84196,9.84196,9.84196,0.13134
G189E,greedy_ssm,384,3,0110001000011111,9.3818,9.8159,9.8159,9.8159,0.13134
G189E,greedy_ssm,384,3,0110001000110101,9.47317,9.85386,9.85386,9.85386,0.13134
G189E,greedy_ssm,384,3,0110001001010000,9.05401,9.89927,9.89927,9.89927,0.13134
G189E,greedy_ssm,384,3,0110001100000011,9.42911,9.91885,9.91885,9.91885,0.13134
G189E,greedy_ssm,384,3,0110001100111110,9.57123,9.88652,9.88652,9.88652,0.13134
G189E,greedy_ssm,384,3,0110001110101001,9.72638,9.9742,9.9742,9.9742,0.13134
G189E,greedy_ssm,384,3,0110001111010001,9.52654,9.90735,9.90735,9.89705,0.13134
G189E,greedy_ssm,384,3,0110010010110101,9.24606,9.88249,9.88249,9.88249,0.13134
G189E,greedy_ssm,384,3,0110010100000101,8.69437,9.83285,9.83285,9.83285,0.13134
G189E,greedy_ssm,384,3,0110010101101000,9.59396,9.9742,9.9742,9.9742,0.13134
G189E,greedy_ssm,384,3,0110010110100101,9.62417,9.97272,9.97272,9.97272,0.13134
G189E,greedy_ssm,384,3,0110010111101110,9.62583,10.13742,10.13742,10.13742,0.13134
G189E,greedy_ssm,384,3,0110010111110100,9.7269,9.9282,9.9282,9.85665,0.13134
G189E,greedy_ssm,384,3,0110011001010010,8.6653,9.83076,9.83076,9.83076,0.13134
G189E,greedy_ssm,384,3,0110011010001100,9.03848,9.86927,9.86927,9.86927,0.13134
G189E,greedy_ssm,384,3,0110011010100001,9.45191,9.9742,9.9742,9.9742,0.13134
G189E,greedy_ssm,384,3,0110011010101011,9.55874,9.9742,9.9742,9.9742,0.13134
G189E,greedy_ssm,384,3,0110011011110001,9.63831,9.9742,9.9742,9.89498,0.13134
G189E,greedy_ssm,384,3,0110011011110011,9.74339,9.94592,9.94592,9.94592,0.13134
G189E,greedy_ssm,384,3,0110011110100111,9.75518,9.97272,9.97272,9.94356,0.13134
G189E,greedy_ssm,384,3,0110011111100000,9.86861,9.9742,9.9742,9.9282,0.13134
G189E,greedy_ssm,384,3,0110011111111110,9.7413,9.97272,9.97272,9.90428,0.13134
G189E,greedy_ssm,384,3,0110100001001101,7.87585,9.77641,9.77641,9.77641,0.13134
G189E,greedy_ssm,384,3,0110100010100101,9.18422,9.86165,9.86165,9.7272,0.13134
G189E,greedy_ssm,384,3,0110100010101100,9.12864,9.84796,9.84796,9.66598,0.13134
G189E,greedy_ssm,384,3,0110100011010101,8.77739,9.82225,9.82225,9.82225,0.13134
G189E,greedy_ssm,384,3,0110100100000001,8.67937,9.77824,9.77824,9.74127,0.13134
G189E,greedy_ssm,384,3,0110100101100001,9.39395,10.32032,10.32032,9.94303,0.13134
G189E,greedy_ssm,384,3,0110100101101000,9.42897,9.89927,9.89927,9.89927,0.13134
G189E,greedy_ssm,384,3,0110100110001111,8.91395,9.91681,9.91681,9.83486,0.13134
G189E,greedy_ssm,384,3,0110100110010101,8.74185,9.82225,9.82225,9.82225,0.13134
G189E,greedy_ssm,384,3,0110100110100111,9.51321,10.32032,10.32032,10.32032,0.13134
G189E,greedy_ssm,384,3,0110101000110010,9.06935,9.78268,9.78268,9.78268,0.13134
G189E,greedy_ssm,384,3,0110101001001010,8.86436,9.78657,9.78657,9.75946,0.13134
G189E,greedy_ssm,384,3,0110101001100001,9.48334,9.94303,9.94303,9.94303,0.13134
G189E,greedy_ssm,384,3,0110101001100101,9.56902,9.89689,9.89689,9.89689,0.13134
G189E,greedy_ssm,384,3,0110101011000101,9.17339,9.87379,9.87379,9.81969,0.13134
G189E,greedy_ssm,384,3,0110101011111010,9.39116,9.89133,9.89133,9.89133,0.13134
G189E,greedy_ssm,384,3,0110101100000111,9.48335,9.82817,9.82817,9.82817,0.13134
G189E,greedy_ssm,384,3,0110101101000110,9.01738,9.89689,9.89689,9.89689,0.13134
G189E,greedy_ssm,384,3,0110101101101101,9.77641,9.97272,9.97272,9.97272,0.13134
G189E,greedy_ssm,384,3,0110101110010011,9.35852,9.86924,9.86924,9.86924,0.13134
G189E,greedy_ssm,384,3,0110101110011011,9.27332,9.89133,9.89133,9.89133,0.13134
G189E,greedy_ssm,384,3,0110110001101001,9.22902,9.91584,9.91584,9.84391,0.13134
G189E,greedy_ssm,384,3,0110110001110001,9.39723,9.85575,9.85575,9.85575,0.13134
G189E,greedy_ssm,384,3,0110110010101110,9.01008,9.7695,9.7695,9.7695,0.13134
G189E,greedy_ssm,384,3,0110110011100101,9.51776,10.13184,10.13184,9.81943,0.13134
G189E,greedy_ssm,384,3,0110111001100010,9.3097,9.89827,9.89827,9.89827,0.13134
G189E,greedy_ssm,384,3,0110111001100100,9.48793,9.9282,9.9282,9.81458,0.13134
G189E,greedy_ssm,384,3,0110111001100111,9.62073,9.89834,9.89834,9.82737,0.13134
G189E,greedy_ssm,384,3,0110111001110010,9.33593,9.83076,9.83076,9.83076,0.13134
G189E,greedy_ssm,384,3,0110111001110101,9.57854,9.88262,9.88262,9.88262,0.13134
G189E,greedy_ssm,384,3,0110111011001000,9.15923,9.81906,9.81906,9.81906,0.13134
G189E,greedy_ssm,384,3,0110111011001010,8.91391,9.84002,9.84002,9.80336,0.13134
G189E,greedy_ssm,384,3,0110111100010100,9.22864,9.79979,9.79979,9.79979,0.13134
G189E,greedy_ssm,384,3,0110111100011100,9.16371,9.80412,9.80412,9.80412,0.13134
G189E,greedy_ssm,384,3,0110111101001111,9.16745,9.90307,9.90307,9.90307,0.13134
G189E,greedy_ssm,384,3,0110111101101110,9.63235,9.90307,9.90307,9.90307,0.13134
G189E,greedy_ssm,384,3,0110111110011110,8.82004,9.75805,9.75805,9.75805,0.13134
G189E,greedy_ssm,384,3,0110111110100010,9.49887,10.13184,10.13184,9.9015,0.13134
G189E,greedy_ssm,384,3,0111000001001101,,,,,0.13134
G189E,greedy_ssm,384,3,0111000011101010,9.03767,10.09513,10.09513,9.81992,0.13134
G189E,greedy_ssm,384,3,0111000011111111,9.21072,10.09513,10.09513,9.91681,0.13134
G189E,greedy_ssm,384,3,0111000100101000,9.01487,9.85884,9.85884,9.81591,0.13134
G189E,greedy_ssm,384,3,0111000101110000,9.45012,9.89927,9.89927,9.89927,0.13134
G189E,greedy_ssm,384,3,0111000101111011,9.56861,10.09513,10.09513,10.09513,0.13134
G189E,greedy_ssm,384,3,0111001000000011,8.55455,9.76973,9.76973,9.85935,0.13134
G189E,greedy_ssm,384,3,0111001010011001,8.62766,9.75336,9.75336,9.56495,0.13134
G189E,greedy_ssm,384,3,0111001011100000,9.36174,9.89927,9.89927,9.89927,0.13134
G189E,greedy_ssm,384,3,0111001100001001,8.80785,9.86459,9.86459,9.83673,0.13134
G189E,greedy_ssm,384,3,0111001110001111,8.53104,9.91478,9.91478,9.91478,0.13134
G189E,greedy_ssm,384,3,0111001110100110,9.41665,9.94356,9.94356,9.84498,0.13134
G189E,greedy_ssm,384,3,0111001110101010,9.36308,9.9228,9.9228,9.9228,0.13134
G189E,greedy_ssm,384,3,0111001111001111,8.86297,9.94356,9.94356,9.94356,0.13134
G189E,greedy_ssm,384,3,0111010001010110,,,,,0.13134
G189E,greedy_ssm,384,3,0111010001101101,8.86224,9.88249,9.88249,9.82737,0.13134
G189E,greedy_ssm,384,3,0111010011010010,,,,,0.13134
G189E,greedy_ssm,384,3,0111010110001100,7.82781,9.77239,9.77239,9.70444,0.13134
G189E,greedy_ssm,384,3,0111010110111101,9.2188,9.88249,9.88249,9.80967,0.13134
G189E,greedy_ssm,384,3,0111010111001111,8.1028,10.13742,10.13742,10.13742,0.13134
G189E,greedy_ssm,384,3,0111010111101111,9.63735,10.13742,10.13742,10.13742,0.13134
G189E,greedy_ssm,384,3,0111011000010011,8.53765,9.7062,9.7062,9.7062,0.13134
G189E,greedy_ssm,384,3,0111011011100000,9.36871,9.9282,9.9282,9.9282,0.13134
G189E,greedy_ssm,384,3,0111011110100001,9.53823,9.9742,9.9742,9.9015,0.13134
G189E,greedy_ssm,384,3,0111100000110001,9.50926,9.82148,9.82148,9.74127,0.13134
G189E,greedy_ssm,384,3,0111100001000001,8.75032,9.82449,9.82449,9.74127,0.13134
G189E,greedy_ssm,384,3,0111100001111111,9.58639,9.83486,9.83486,9.83486,0.13134
G189E,greedy_ssm,384,3,0111100011100010,9.44369,9.82449,9.82449,9.82334,0.13134
G189E,greedy_ssm,384,3,0111100011110100,9.50858,9.90802,9.90802,9.83388,0.13134
G189E,greedy_ssm,384,3,0111100111100101,9.65476,9.90463,9.90463,9.90108,0.13134
G189E,greedy_ssm,384,3,0111101001011100,9.41593,9.75123,9.75123,9.75123,0.13134
G189E,greedy_ssm,384,3,0111101001100010,9.50659,9.82888,9.82888,9.82888,0.13134
G189E,greedy_ssm,384,3,0111101010011011,9.50034,9.81194,9.81194,9.77755,0.13134
G189E,greedy_ssm,384,3,0111101011010111,9.50167,9.84498,9.84498,9.84498,0.13134
G189E,greedy_ssm,384,3,0111101110001110,9.22131,9.90108,9.90108,9.90108,0.13134
G189E,greedy_ssm,384,3,0111101110111100,9.73962,9.90802,9.90802,9.83673,0.13134
G189E,greedy_ssm,384,3,0111101111110000,9.70804,9.88144,9.88144,9.84085,0.13134
G189E,greedy_ssm,384,3,0111110000000010,8.54944,9.75762,9.75762,9.75762,0.13134
G189E,greedy_ssm,384,3,0111110000101011,9.65188,9.83449,9.83449,9.72652,0.13134
G189E,greedy_ssm,384,3,0111110000111011,9.58321,9.79963,9.79963,9.79664,0.13134
G189E,greedy_ssm,384,3,0111110100010110,8.77272,9.74451,9.74451,9.74451,0.13134
G189E,greedy_ssm,384,3,0111110110001010,8.7363,9.83449,9.83449,9.83449,0.13134
G189E,greedy_ssm,384,3,0111111011000101,9.45354,9.85547,9.85547,9.84041,0.13134
G189E,greedy_ssm,384,3,0111111011010001,9.38977,9.85547,9.85547,9.85547,0.13134
G189E,greedy_ssm,384,3,0111111011011011,9.45913,9.81194,9.81194,9.80556,0.13134
G189E,greedy_ssm,384,3,0111111011101010,9.58994,9.88441,9.88441,9.88681,0.13134
G189E,greedy_ssm,384,3,0111111100001110,9.13268,9.86776,9.86776,9.86776,0.13134
G189E,greedy_ssm,384,3,1000000000100010,,,,,0.13134
G189E,greedy_ssm,384,3,1000000011111000,8.59571,10.03295,10.03295,10.03295,0.13134
G189E,greedy_ssm,384,3,1000000110001110,,,,,0.13134
G189E,greedy_ssm,384,3,1000000111110111,9.75905,10.07398,10.07398,9.88824,0.13134
G189E,greedy_ssm,384,3,1000001010010101,,,,,0.13134
G189E,greedy_ssm,384,3,1000001010111111,8.33814,9.83054,9.83054,9.83054,0.13134
G189E,greedy_ssm,384,3,1000001011000011,7.43693,9.86124,9.86124,9.86124,0.13134
G189E,greedy_ssm,384,3,1000001100000011,,,,,0.13134
G189E,greedy_ssm,384,3,1000001100101011,9.10579,9.90366,9.90366,9.90366,0.13134
G189E,greedy_ssm,384,3,1000001100110001,9.01929,9.89393,9.89393,9.89393,0.13134
G189E,greedy_ssm,384,3,1000001101000011,7.59113,9.90387,9.90387,9.90387,0.13134
G189E,greedy_ssm,384,3,1000001101111011,9.58552,9.91719,9.91719,9.91719,0.13134
G189E,greedy_ssm,384,3,1000001110000101,,,,,0.13134
G189E,greedy_ssm,384,3,1000001110101011,9.22153,9.89382,9.89382,9.89382,0.13134
G189E,greedy_ssm,384,3,1000010000011100,,,,,0.13134
G189E,greedy_ssm,384,3,1000010000111011,7.62757,9.71549,9.71549,9.71549,0.13134
G189E,greedy_ssm,384,3,1000010000111111,7.72879,9.85935,9.85935,9.85935,0.13134
G189E,greedy_ssm,384,3,1000010001010111,,,,,0.13134
G189E,greedy_ssm,384,3,1000010011011110,,,,,0.13134
G189E,greedy_ssm,384,3,1000010100110011,8.49437,9.7827,9.7827,9.7827,0.13134
G189E,greedy_ssm,384,3,1000010101000001,,,,,0.13134
G189E,greedy_ssm,384,3,1000010101011000,,,,,0.13134
G189E,greedy_ssm,384,3,1000010101101111,9.33822,10.13742,10.13742,9.83162,0.13134
G189E,greedy_ssm,384,3,1000011000011000,,,,,0.13134
G189E,greedy_ssm,384,3,1000011000101110,7.40425,9.73876,9.73876,9.73876,0.13134
G189E,greedy_ssm,384,3,1000011001000000,,,,,0.13134
G189E,greedy_ssm,384,3,1000011010100011,7.96196,9.80453,9.80453,9.80453,0.13134
G189E,greedy_ssm,384,3,1000011011001001,,,,,0.13134
G189E,greedy_ssm,384,3,1000011101100000,9.49526,9.89393,9.89393,9.89343,0.13134
G189E,greedy_ssm,384,3,1000011110011010,,,,,0.13134
G189E,greedy_ssm,384,3,1000011110111100,9.24169,9.83098,9.83098,9.80336,0.13134
G189E,greedy_ssm,384,3,1000100000011101,,,,,0.13134
G189E,greedy_ssm,384,3,1000100010111011,7.76725,9.8565,9.8565,9.65368,0.13134
G189E,greedy_ssm,384,3,1000100011010011,,,,,0.13134
G189E,greedy_ssm,384,3,1000100011011110,,,,,0.13134
G189E,greedy_ssm,384,3,1000100011100110,8.68301,9.73482,9.73482,9.71363,0.13134
G189E,greedy_ssm,384,3,1000100011110110,8.45156,9.75905,9.75905,9.70703,0.13134
G189E,greedy_ssm,384,3,1000100100110011,8.12056,9.76517,9.76517,9.72199,0.13134
G189E,greedy_ssm,384,3,1000100101000100,,,,,0.13134
G189E,greedy_ssm,384,3,1000101000000101,,,,,0.13134
G189E,greedy_ssm,384,3,1000101000000111,,,,,0.13134
G189E,greedy_ssm,384,3,1000101001100011,9.00699,9.83059,9.83059,9.79143,0.13134
G189E,greedy_ssm,384,3,1000101011100111,9.27768,9.85033,9.85033,9.79622,0.13134
G189E,greedy_ssm,384,3,1000101100010010,,,,,0.13134
G189E,greedy_ssm,384,3,1000101100101001,8.85973,9.8294,9.8294,9.7872,0.13134
G189E,greedy_ssm,384,3,1000101110001100,,,,,0.13134
G189E,greedy_ssm,384,3,1000101110010111,,,,,0.13134
G189E,greedy_ssm,384,3,1000101110101100,8.97557,9.83143,9.83143,9.79443,0.13134
G189E,greedy_ssm,384,3,1000110000001001,,,,,0.13134
G189E,greedy_ssm,384,3,1000110001000011,,,,,0.13134
G189E,greedy_ssm,384,3,1000110001101100,8.44783,9.73617,9.73617,9.73617,0.13134
G189E,greedy_ssm,384,3,1000110011001000,,,,,0.13134
G189E,greedy_ssm,384,3,1000110011010000,,,,,0.13134
G189E,greedy_ssm,384,3,1000110011100000,8.79325,9.75451,9.75451,9.75451,0.13134
G189E,greedy_ssm,384,3,1000110100000000,,,,,0.13134
G189E,greedy_ssm,384,3,1000110100110111,8.45577,9.75372,9.75372,9.70221,0.13134
G189E,greedy_ssm,384,3,1000110110100111,8.47537,9.99579,9.99579,9.79672,0.13134
G189E,greedy_ssm,384,3,1000111000100101,7.42808,9.70286,9.70286,9.70286,0.13134
G189E,greedy_ssm,384,3,1000111001001100,7.70404,9.73617,9.73617,9.73617,0.13134
G189E,greedy_ssm,384,3,1000111010000001,,,,,0.13134
G189E,greedy_ssm,384,3,1000111011101101,9.22679,9.80306,9.80306,9.80306,0.13134
G189E,greedy_ssm,384,3,1000111100000111,,,,,0.13134
G189E,greedy_ssm,384,3,1000111100011111,,,,,0.13134
G189E,greedy_ssm,384,3,1000111100100110,8.60848,9.74217,9.74217,9.70372,0.13134
G189E,greedy_ssm,384,3,1000111100111110,8.67843,9.73503,9.73503,9.73503,0.13134
G189E,greedy_ssm,384,3,1000111101010101,8.26594,9.80552,9.80552,9.75148,0.13134
G189E,greedy_ssm,384,3,1000111101011101,8.18374,9.78283,9.78283,9.71124,0.13134
G189E,greedy_ssm,384,3,1000111101101011,9.59672,9.86508,9.86508,9.83748,0.13134
G189E,greedy_ssm,384,3,1000111101110101,9.51896,9.86235,9.86235,9.79443,0.13134
G189E,greedy_ssm,384,3,1000111110000010,,,,,0.13134
G189E,greedy_ssm,384,3,1000111111110001,9.55858,9.89262,9.89262,9.78655,0.13134
G189E,greedy_ssm,384,3,1000111111111110,9.36376,9.82391,9.82391,9.89815,0.13134
G189E,greedy_ssm,384,3,1001000000001011,,,,,0.13134
G189E,greedy_ssm,384,3,1001000001010000,,,,,0.13134
G189E,greedy_ssm,384,3,1001000010000101,,,,,0.13134
G189E,greedy_ssm,384,3,1001000011110000,7.99846,10.03295,10.03295,9.75451,0.13134
G189E,greedy_ssm,384,3,1001000011111100,7.76195,9.71631,9.71631,9.68399,0.13134
G189E,greedy_ssm,384,3,1001000011111101,7.79516,9.91635,9.91635,9.72746,0.13134
G189E,greedy_ssm,384,3,1001000100000001,,,,,0.13134
G189E,greedy_ssm,384,3,1001000101111100,8.38514,9.72847,9.72847,9.66894,0.13134
G189E,greedy_ssm,384,3,1001000110000110,,,,,0.13134
G189E,greedy_ssm,384,3,1001000111000101,,,,,0.13134
G189E,greedy_ssm,384,3,1001001001000101,,,,,0.13134
G189E,greedy_ssm,384,3,1001001001011010,,,,,0.13134
G189E,greedy_ssm,384,3,1001001111011010,,,,,0.13134
G189E,greedy_ssm,384,3,1001010010011110,,,,,0.13134
G189E,greedy_ssm,384,3,1001010100001111,,,,,0.13134
G189E,greedy_ssm,384,3,1001010101011110,,,,,0.13134
G189E,greedy_ssm,384,3,1001010110100111,7.68327,9.79427,9.79427,9.79427,0.13134
G189E,greedy_ssm,384,3,1001010110111100,7.69288,9.71668,9.71668,9.66775,0.13134
G189E,greedy_ssm,384,3,1001011000010110,,,,,0.13134
G189E,greedy_ssm,384,3,1001011001100000,8.02634,9.72064,9.72064,9.70845,0.13134
G189E,greedy_ssm,384,3,1001011010011100,,,,,0.13134
G189E,greedy_ssm,384,3,1001011011110100,8.42995,9.72474,9.72474,9.69966,0.13134
G189E,greedy_ssm,384,3,1001011100000001,,,,,0.13134
G189E,greedy_ssm,384,3,1001011100110000,8.37135,9.72938,9.72938,9.69626,0.13134
G189E,greedy_ssm,384,3,1001011101010101,,,,,0.13134
G189E,greedy_ssm,384,3,1001011101100110,8.76033,9.85628,9.85628,9.79732,0.13134
G189E,greedy_ssm,384,3,1001011110111010,8.47627,9.76507,9.76507,9.73047,0.13134
G189E,greedy_ssm,384,3,1001100000001011,,,,,0.13134
G189E,greedy_ssm,384,3,1001100001110000,9.45418,9.75451,9.75451,9.68953,0.13134
G189E,greedy_ssm,384,3,1001100010001011,,,,,0.13134
G189E,greedy_ssm,384,3,1001100110001011,7.6518,9.8565,9.8565,9.8565,0.13134
G189E,greedy_ssm,384,3,1001100110101001,9.4332,9.8565,9.8565,9.81363,0.13134
G189E,greedy_ssm,384,3,1001100110111011,9.51938,9.91917,9.91917,9.89129,0.13134
G189E,greedy_ssm,384,3,1001100111011100,8.11384,9.90802,9.90802,9.90802,0.13134
G189E,greedy_ssm,384,3,1001100111101100,9.55963,9.90802,9.90802,9.77213,0.13134
G189E,greedy_ssm,384,3,1001101000110101,9.3311,9.74577,9.74577,9.74577,0.13134
G189E,greedy_ssm,384,3,1001101001100100,9.4148,9.81152,9.81152,9.81152,0.13134
G189E,greedy_ssm,384,3,1001101010110011,9.30121,9.80141,9.80141,9.80141,0.13134
G189E,greedy_ssm,384,3,1001101011011011,8.98077,9.79482,9.79482,9.77032,0.13134
G189E,greedy_ssm,384,3,1001101011111111,9.58995,9.89129,9.89129,9.89129,0.13134
G189E,greedy_ssm,384,3,1001101100000011,7.88502,9.80433,9.80433,9.79143,0.13134
G189E,greedy_ssm,384,3,1001101100011011,7.79339,9.83168,9.83168,9.75479,0.13134
G189E,greedy_ssm,384,3,1001101101101010,9.56816,9.82584,9.82584,9.79143,0.13134
G189E,greedy_ssm,384,3,1001101110010011,7.52024,9.80141,9.80141,9.80141,0.13134
G189E,greedy_ssm,384,3,1001101111011111,9.05078,9.89129,9.89129,9.89129,0.13134
G189E,greedy_ssm,384,3,1001110000000110,,,,,0.13134
G189E,greedy_ssm,384,3,1001110001111110,9.28235,9.71992,9.71992,9.71992,0.13134
G189E,greedy_ssm,384,3,1001110010011010,,,,,0.13134
G189E,greedy_ssm,384,3,1001110010110101,9.02501,9.70686,9.70686,9.70686,0.13134
G189E,greedy_ssm,384,3,1001110100101000,9.11734,9.87346,9.87346,9.70909,0.13134
G189E,greedy_ssm,384,3,1001110100101110,9.10562,9.74856,9.74856,9.74856,0.13134
G189E,greedy_ssm,384,3,1001110101101000,9.47271,9.91739,9.91739,9.76861,0.13134
G189E,greedy_ssm,384,3,1001110101111100,9.52618,9.80174,9.80174,9.76861,0.13134
G189E,greedy_ssm,384,3,1001110110100111,9.43403,9.82212,9.82212,9.82212,0.13134
G189E,greedy_ssm,384,3,1001111000100110,8.71338,9.74217,9.74217,9.74217,0.13134
G189E,greedy_ssm,384,3,1001111010010100,7.98487,9.68937,9.68937,9.68937,0.13134
G189E,greedy_ssm,384,3,1001111010101011,9.27189,9.81084,9.81084,9.81084,0.13134
G189E,greedy_ssm,384,3,1001111010101110,8.91649,9.80306,9.80306,9.80306,0.13134
G189E,greedy_ssm,384,3,1001111011001001,8.83087,9.78615,9.78615,9.72407,0.13134
G189E,greedy_ssm,384,3,1001111011100001,9.56707,9.89254,9.89254,9.89254,0.13134
G189E,greedy_ssm,384,3,1001111011100110,9.45202,9.82212,9.82212,9.82212,0.13134
G189E,greedy_ssm,384,3,1001111110011110,7.16993,9.7172,9.7172,9.66775,0.13134
G189E,greedy_ssm,384,3,1010000011101110,9.22236,9.89686,9.89686,9.89686,0.13134
G189E,greedy_ssm,384,3,1010000101110110,9.45508,10.03295,10.03295,9.88824,0.13134
G189E,greedy_ssm,384,3,1010000111101011,9.81105,10.33071,10.33071,9.93577,0.13134
G189E,greedy_ssm,384,3,1010001010010110,8.1167,9.7005,9.7005,9.7005,0.13134
G189E,greedy_ssm,384,3,1010001010100010,8.71529,9.86124,9.86124,9.86124,0.13134
G189E,greedy_ssm,384,3,1010001010111110,9.08216,9.83054,9.83054,9.83054,0.13134
G189E,greedy_ssm,384,3,1010001100011110,8.42146,9.79272,9.79272,9.79272,0.13134
G189E,greedy_ssm,384,3,1010001101011010,8.39489,9.91719,9.91719,9.83896,0.13134
G189E,greedy_ssm,384,3,1010001101101111,9.90366,9.91719,9.91719,9.90366,0.13134
G189E,greedy_ssm,384,3,1010001110100100,9.66369,9.90487,9.90487,9.90487,0.13134
G189E,greedy_ssm,384,3,1010001111001101,8.80894,9.93831,9.93831,9.93831,0.13134
G189E,greedy_ssm,384,3,1010001111011010,8.53032,9.85938,9.85938,9.85938,0.13134
G189E,greedy_ssm,384,3,1010010000011001,7.98191,9.65668,9.65668,9.65668,0.13134
G189E,greedy_ssm,384,3,1010010001000110,,,,,0.13134
G189E,greedy_ssm,384,3,1010010010010101,7.82288,9.79736,9.79736,9.79736,0.13134
G189E,greedy_ssm,384,3,1010010010111110,8.56282,9.82958,9.82958,9.82958,0.13134
G189E,greedy_ssm,384,3,1010010011110000,9.31626,10.03295,10.03295,10.03295,0.13134
G189E,greedy_ssm,384,3,1010011000110101,9.30143,9.86235,9.86235,9.86235,0.13134
G189E,greedy_ssm,384,3,1010011100101011,9.67559,9.90366,9.90366,9.89759,0.13134
G189E,greedy_ssm,384,3,1010011101100001,9.7872,10.0751,10.0751,9.89393,0.13134
G189E,greedy_ssm,384,3,1010011110000011,8.87655,9.94592,9.94592,9.94592,0.13134
G189E,greedy_ssm,384,3,1010011111010011,9.1548,9.94592,9.94592,9.94592,0.13134
G189E,greedy_ssm,384,3,1010100001110100,9.13152,9.73859,9.73859,9.72853,0.13134
G189E,greedy_ssm,384,3,1010100011110011,9.46985,9.88824,9.88824,9.78214,0.13134
G189E,greedy_ssm,384,3,1010100100011100,8.30545,9.65283,9.65283,9.65283,0.13134
G189E,greedy_ssm,384,3,1010100100111001,9.35347,9.86301,9.86301,9.73725,0.13134
G189E,greedy_ssm,384,3,1010100101100100,9.28118,9.87098,9.87098,9.87098,0.13134
G189E,greedy_ssm,384,3,1010100110000000,8.2322,9.64181,9.64181,9.64181,0.13134
G189E,greedy_ssm,384,3,1010100110011010,8.04411,9.62559,9.62559,9.62559,0.13134
G189E,greedy_ssm,384,3,1010100110100001,9.28438,10.0751,10.0751,9.75676,0.13134
G189E,greedy_ssm,384,3,1010100110101111,9.4572,9.89686,9.89686,9.85139,0.13134
G189E,greedy_ssm,384,3,1010101000100110,8.94033,9.75324,9.75324,9.67927,0.13134
G189E,greedy_ssm,384,3,1010101001100000,9.34543,9.89393,9.89393,9.89393,0.13134
G189E,greedy_ssm,384,3,1010101001110100,9.37084,9.83896,9.83896,9.83896,0.13134
G189E,greedy_ssm,384,3,1010101100101111,9.61278,9.90366,9.90366,9.90366,0.13134
G189E,greedy_ssm,384,3,1010101101010101,9.06581,9.85655,9.85655,9.80903,0.13134
G189E,greedy_ssm,384,3,1010110000101001,8.92263,9.82196,9.82196,9.66856,0.13134
G189E,greedy_ssm,384,3,1010110000110110,8.58597,9.58318,9.58318,9.52283,0.13134
G189E,greedy_ssm,384,3,1010110010010111,8.03906,9.6444,9.6444,9.46609,0.13134
G189E,greedy_ssm,384,3,1010110010100000,8.57389,9.68312,9.68312,9.61192,0.13134
G189E,greedy_ssm,384,3,1010110100011100,8.01113,9.80174,9.80174,9.65545,0.13134
G189E,greedy_ssm,384,3,1010110110111001,9.34199,9.91917,9.91917,9.84635,0.13134
G189E,greedy_ssm,384,3,1010110111001100,8.2263,9.8748,9.8748,9.80174,0.13134
G189E,greedy_ssm,384,3,1010111010010110,8.54378,9.60347,9.60347,9.46609,0.13134
G189E,greedy_ssm,384,3,1010111010111011,9.1702,9.84642,9.84642,9.71222,0.13134
G189E,greedy_ssm,384,3,1010111011110001,9.48942,9.89262,9.89262,9.78655,0.13134
G189E,greedy_ssm,384,3,1010111011111010,9.37923,9.84642,9.84642,9.84642,0.13134
G189E,greedy_ssm,384,3,1010111101000010,8.64518,9.79057,9.79057,9.79057,0.13134
G189E,greedy_ssm,384,3,1010111101100000,9.59622,9.89393,9.89393,9.89343,0.13134
G189E,greedy_ssm,384,3,1011000001001110,,,,,0.13134
G189E,greedy_ssm,384,3,1011000100000100,7.80465,9.64231,9.64231,9.64231,0.13134
G189E,greedy_ssm,384,3,1011000101100010,8.96157,9.85678,9.85678,9.78053,0.13134
G189E,greedy_ssm,384,3,1011000110100101,8.97694,10.0751,10.0751,9.80172,0.13134
G189E,greedy_ssm,384,3,1011000110110111,9.18019,9.91635,9.91635,9.75998,0.13134
G189E,greedy_ssm,384,3,1011000111101001,9.32613,10.33071,10.33071,10.0751,0.13134
G189E,greedy_ssm,384,3,1011001001010100,7.95468,9.72853,9.72853,9.66652,0.13134
G189E,greedy_ssm,384,3,1011001001100011,9.13575,9.90387,9.90387,9.77131,0.13134
G189E,greedy_ssm,384,3,1011001001110101,9.07342,9.85655,9.85655,9.85655,0.13134
G189E,greedy_ssm,384,3,1011001010000001,8.12681,9.69363,9.69363,9.69363,0.13134
G189E,greedy_ssm,384,3,1011001010000111,7.94356,9.79588,9.79588,9.63586,0.13134
G189E,greedy_ssm,384,3,1011001010101110,8.17897,9.7566,9.7566,9.7566,0.13134
G189E,greedy_ssm,384,3,1011001011001110,7.56517,9.7135,9.7135,9.7135,0.13134
G189E,greedy_ssm,384,3,1011001011111010,9.08091,9.80162,9.80162,9.80162,0.13134
